4e19ab85-25dd-4b50-90ab-c0c6fc46233d	[['dog', 0.9531638], ['cat', 0.04683613]]
d682b2ed-a0b8-409f-a6d7-daca4096be08	[['cat', 0.99527431], ['dog', 0.0047256253]]
